Date,Temperature
2010-01-01,27.483570765056164
2010-01-02,24.308678494144075
2010-01-03,28.23844269050346
2010-01-04,32.61514928204013
2010-01-05,23.829233126383322
2010-01-06,23.8293152152541
2010-01-07,32.896064077536955
2010-01-08,28.837173645764544
2010-01-09,22.65262807032524
2010-01-10,27.712800217929825
2010-01-11,22.682911535937688
2010-01-12,22.671351232148716
2010-01-13,26.20981135783017
2010-01-14,15.43359877671101
2010-01-15,16.375410837434835
2010-01-16,22.188562353795135
2010-01-17,19.93584439832788
2010-01-18,26.571236662976368
2010-01-19,20.459879622393945
2010-01-20,17.938481493323543
2010-01-21,32.32824384460777
2010-01-22,23.871118497567323
2010-01-23,25.33764102343962
2010-01-24,17.87625906893272
2010-01-25,22.278086377374088
2010-01-26,25.55461294854933
2010-01-27,19.245032112888488
2010-01-28,26.87849009172836
2010-01-29,21.996806550405974
2010-01-30,23.541531251033618
2010-01-31,21.991466938853016
2010-02-01,34.26139092254469
2010-02-02,24.93251387631033
2010-02-03,19.711445355220498
2010-02-04,29.112724560515943
2010-02-05,18.895781750144888
2010-02-06,26.044317975023777
2010-02-07,15.201649380601122
2010-02-08,18.359069755507846
2010-02-09,25.984306179345616
2010-02-10,28.692332899977053
2010-02-11,25.85684140594985
2010-02-12,24.421758588058797
2010-02-13,23.494481522053555
2010-02-14,17.607390048162863
2010-02-15,21.400778958026457
2010-02-16,22.696806145201062
2010-02-17,30.285611131094576
2010-02-18,26.71809144784231
2010-02-19,16.18479922318633
2010-02-20,26.620419846973974
2010-02-21,23.074588597918417
2010-02-22,21.615389998470206
2010-02-23,28.05838144420434
2010-02-24,30.154997612479754
2010-02-25,29.656400595580994
2010-02-26,20.803912383886807
2010-02-27,23.453938120743928
2010-02-28,26.65631715701782
2010-03-01,29.877725635611796
2010-03-02,22.60412881077355
2010-03-03,24.071705116680914
2010-03-04,19.46832512996986
2010-03-05,19.018966879596647
2010-03-06,29.062629111970992
2010-03-07,31.781200142854114
2010-03-08,24.63994939209833
2010-03-09,30.01766448946012
2010-03-10,26.80818012523817
2010-03-11,21.77440122697438
2010-03-12,26.80697802754207
2010-03-13,32.690182832329846
2010-03-14,24.820869804450243
2010-03-15,32.82321827907003
2010-03-16,11.901274479551278
2010-03-17,29.10951252187612
2010-03-18,25.435235341190857
2010-03-19,23.504963247670663
2010-03-20,25.45880388267751
2010-03-21,15.062155426995536
2010-03-22,23.90164056081244
2010-03-23,26.78556285755873
2010-03-24,32.38947022370758
2010-03-25,22.40864890863176
2010-03-26,20.95753198553406
2010-03-27,22.491214782077318
2010-03-28,29.57701058851037
2010-03-29,26.643755548298422
2010-03-30,22.351198981164806
2010-03-31,27.56633716556678
2010-04-01,25.4853877467402
2010-04-02,29.843224952664446
2010-04-03,21.489734530613237
2010-04-04,23.361689267011158
2010-04-05,23.039459234339212
2010-04-06,17.682425259339407
2010-04-07,26.48060138532288
2010-04-08,26.305276360899448
2010-04-09,25.025567283212304
2010-04-10,23.827064333124266
2010-04-11,17.92314628974793
2010-04-12,22.896773386173205
2010-04-13,23.286427417366152
2010-04-14,20.988613653891903
2010-04-15,24.193571441669953
2010-04-16,27.020254284072692
2010-04-17,34.43092950605265
2010-04-18,25.872889064159196
2010-04-19,26.28775195361382
2010-04-20,24.627770421169163
2010-04-21,15.406143923504793
2010-04-22,24.867430622753915
2010-04-23,25.301151049705133
2010-04-24,37.316210562426434
2010-04-25,24.038195176094387
2010-04-26,26.507736711668063
2010-04-27,24.826441151473784
2010-04-28,19.15660981190234
2010-04-29,30.714114072575104
2010-04-30,28.759665163433873
2010-05-01,28.955159735215233
2010-05-02,20.453062726026303
2010-05-03,32.013971554680495
2010-05-04,17.990744686038596
2010-05-05,27.934285469001352
2010-05-06,35.952278129049894
2010-05-07,20.04731837434656
2010-05-08,22.16851135198614
2010-05-09,25.498256825438204
2010-05-10,22.482621729419005
2010-05-11,17.246682844669337
2010-05-12,25.342814874030136
2010-05-13,19.688481431369475
2010-05-14,27.36796215317591
2010-05-15,20.402878828830985
2010-05-16,32.7496720250877
2010-05-17,21.083733538318814
2010-05-18,23.38969241897162
2010-05-19,29.067586086848348
2010-05-20,18.845678417830225
2010-05-21,26.137299673020646
2010-05-22,31.53571377141214
2010-05-23,16.96258382719386
2010-05-24,25.92316929266152
2010-05-25,26.299413971242117
2010-05-26,28.90911435888655
2010-05-27,18.81524644560959
2010-05-28,18.397716934578618
2010-05-29,27.60970782808449
2010-05-30,26.48492336616593
2010-05-31,26.252464251729382
2010-06-01,26.732241047484877
2010-06-02,21.599876392107547
2010-06-03,26.161268485805017
2010-06-04,26.465362366493405
2010-06-05,21.42824290986816
2010-06-06,34.328872555723784
2010-06-07,27.36916460455894
2010-06-08,19.043482513986756
2010-06-09,28.28276804316915
2010-06-10,20.126591648863393
2010-06-11,28.93542301871226
2010-06-12,30.79297789503702
2010-06-13,20.89658840824145
2010-06-14,29.81688064622161
2010-06-15,27.06390463468249
2010-06-16,29.11030079997245
2010-06-17,34.48396491326974
2010-06-18,23.773059419985646
2010-06-19,21.23131917821255
2010-06-20,20.552427851872384
2010-06-21,20.920948575172808
2010-06-22,24.614491452929478
2010-06-23,26.70575987408322
2010-06-24,26.383453996650097
2010-06-25,29.13591624518012
2010-06-26,25.065009459389536
2010-06-27,32.26767038578659
2010-06-28,23.67671583381022
2010-06-29,38.600845832948096
2010-06-30,28.12833673882503
2010-07-01,20.714212217918586
2010-07-02,19.64553750969444
2010-07-03,27.412362076215928
2010-07-04,23.882686073370746
2010-07-05,28.57000247046046
2010-07-06,27.366188122867726
2010-07-07,24.635855436715637
2010-07-08,20.766031409657977
2010-07-09,17.425763876570677
2010-07-10,22.767425239664895
2010-07-11,29.28199397161736
2010-07-12,26.07046872065102
2010-07-13,18.771306106440058
2010-07-14,25.86590462925591
2010-07-15,26.926586898644185
2010-07-16,20.580712818994336
2010-07-17,25.76862552972764
2010-07-18,25.29104359223
2010-07-19,19.285148510846884
2010-07-20,26.788936801741418
2010-07-21,27.80392263184117
2010-07-22,30.415256215876383
2010-07-23,30.269010260174515
2010-07-24,18.111653160214544
2010-07-25,20.310874800424386
2010-07-26,27.5751763360433
2010-07-27,27.568929754561044
2010-07-28,27.575238431530238
2010-07-29,44.26365745327361
2010-07-30,27.854452553465833
2010-07-31,30.677828200902994
2010-08-01,29.770008817466014
2010-08-02,28.25695625652899
2010-08-03,23.42365377679827
2010-08-04,28.794846102466337
2010-08-05,21.13587392731214
2010-08-06,23.815906966299956
2010-08-07,22.573182260854484
2010-08-08,25.409370696931614
2010-08-09,36.573292833367546
2010-08-10,15.66367403704126
2010-08-11,28.43130095187257
2010-08-12,16.936420644051744
2010-08-13,22.640340671052833
2010-08-14,30.444752984836832
2010-08-15,25.321400095477316
2010-08-16,19.61127611035347
2010-08-17,21.42348145370016
2010-08-18,28.39798874467338
2010-08-19,21.34816684141432
2010-08-20,26.082292947909874
2010-08-21,25.22785919951907
2010-08-22,21.741998261970913
2010-08-23,35.719720446626624
2010-08-24,28.169595111590056
2010-08-25,14.874287066711965
2010-08-26,25.93227157384714
2010-08-27,21.69106767615806
2010-08-28,29.26216667398112
2010-08-29,21.037396307836495
2010-08-30,24.426317792665504
2010-08-31,27.524936394902287
2010-09-01,29.328775970850607
2010-09-02,18.998517964721117
2010-09-03,23.327493820795258
2010-09-04,22.62527344419522
2010-09-05,21.73335383713144
2010-09-06,33.82727120140548
2010-09-07,27.024908554804778
2010-09-08,18.695580228324772
2010-09-09,29.58930973527388
2010-09-10,35.610780985063165
2010-09-11,30.162326302755734
2010-09-12,17.403150170229935
2010-09-13,22.578829635668743
2010-09-14,31.334555745933113
2010-09-15,21.461652671906094
2010-09-16,27.219097140731144
2010-09-17,28.873170267146683
2010-09-18,20.365347642109583
2010-09-19,24.702373219691
2010-09-20,8.793663299654636
2010-09-21,19.878061793328552
2010-09-22,23.7371592430342
2010-09-23,18.761084090175753
2010-09-24,33.16205651965818
2010-09-25,17.849293110196836
2010-09-26,22.799777566515083
2010-09-27,25.653702886430455
2010-09-28,32.20636644533058
2010-09-29,17.8206892441028
2010-09-30,30.815818760774796
2010-10-01,25.051165305097935
2010-10-02,20.092456744760245
2010-10-03,27.310517371316354
2010-10-04,25.99529847786735
2010-10-05,21.998915614206027
2010-10-06,25.349010424950094
2010-10-07,23.0734320156912
2010-10-08,25.56758672625624
2010-10-09,28.310653372605234
2010-10-10,32.93008408072676
2010-10-11,18.810922505865754
2010-10-12,35.665166873281336
2010-10-13,15.239561002387491
2010-10-14,24.241074524822082
2010-10-15,27.941586032422883
2010-10-16,26.404959338675162
2010-10-17,21.88650240089703
2010-10-18,23.959388748213623
2010-10-19,22.534995326705836
2010-10-20,22.053176215278942
2010-10-21,29.248010485105123
2010-10-22,26.785077429825236
2010-10-23,21.535452023696728
2010-10-24,29.497999377166252
2010-10-25,26.536497604383047
2010-10-26,29.0643105941948
2010-10-27,28.14814420961806
2010-10-28,20.855024945389637
2010-10-29,22.199094799015153
2010-10-30,28.736468025616308
2010-10-31,28.051851327167324
2010-11-01,24.89549203017926
2010-11-02,25.58663691654391
2010-11-03,31.388324478942124
2010-11-04,22.04214305582085
2010-11-05,27.735486905850188
2010-11-06,23.98903673783053
2010-11-07,23.9115939838639
2010-11-08,30.49388425993595
2010-11-09,29.12708174494015
2010-11-10,29.067548180003193
2010-11-11,31.527394035771646
2010-11-12,25.105019208163796
2010-11-13,28.40976485647482
2010-11-14,23.44866621703272
2010-11-15,26.62083176244221
2010-11-16,24.349284728161578
2010-11-17,25.48497982496359
2010-11-18,27.97578512718457
2010-11-19,20.908896583832636
2010-11-20,35.4619363784273
2010-11-21,19.96991309250149
2010-11-22,18.92905693606134
2010-11-23,30.790554367500338
2010-11-24,28.95831346981468
2010-11-25,28.120599085260775
2010-11-26,28.1417275463214
2010-11-27,24.938766135765427
2010-11-28,20.51372814257084
2010-11-29,25.37902279096863
2010-11-30,21.61419144243944
2010-12-01,29.875598667088756
2010-12-02,24.264713092489306
2010-12-03,20.872514016037442
2010-12-04,23.393070791735035
2010-12-05,27.06465727137812
2010-12-06,22.181377235980126
2010-12-07,20.888898022167844
2010-12-08,26.218436057459563
2010-12-09,26.224832855543614
2010-12-10,22.46528412314435
2010-12-11,22.644808471908387
2010-12-12,26.16024968678818
2010-12-13,17.75957829251338
2010-12-14,17.962681128117225
2010-12-15,21.40777889373782
2010-12-16,23.932764241440765
2010-12-17,26.554537827990025
2010-12-18,32.37678108474776
2010-12-19,29.288298116010097
2010-12-20,24.200307350182864
2010-12-21,24.904918960486555
2010-12-22,19.987353176810956
2010-12-23,24.90743432003805
2010-12-24,23.55670680539931
2010-12-25,26.613592801690448
2010-12-26,20.863845282238387
2010-12-27,27.596732571205862
2010-12-28,32.66369456501289
2010-12-29,24.456199257715713
2010-12-30,27.008558610494706
2010-12-31,28.450719958555563
2011-01-01,22.993897640570818
2011-01-02,26.120462409052084
2011-01-03,25.062962003908975
2011-01-04,25.48838049274416
2011-01-05,21.13495108072267
2011-01-06,25.122550871294713
2011-01-07,27.489991456227248
2011-01-08,32.25571803897521
2011-01-09,29.796354130426035
2011-01-10,35.76591228755778
2011-01-11,21.163262185559752
2011-01-12,29.361603183603393
2011-01-13,25.91671002869176
2011-01-14,35.94901466608836
2011-01-15,20.958508573224243
2011-01-16,20.801390789096118
2011-01-17,22.00303677277989
2011-01-18,14.380521378450965
2011-01-19,22.371224891596196
2011-01-20,21.20433669223151
2011-01-21,25.75196893238104
2011-01-22,26.708779878885796
2011-01-23,34.38085419607943
2011-01-24,29.75211919093025
2011-01-25,22.115481721687985
2011-01-26,20.50792664325821
2011-01-27,27.459595857532527
2011-01-28,18.398833964896788
2011-01-29,34.157293829271765
2011-01-30,30.897200603606436
2011-01-31,22.654121739476476
2011-02-01,16.434327354545612
2011-02-02,31.769361870827062
2011-02-03,24.42730077373691
2011-02-04,31.189081559867308
2011-02-05,17.027861706028165
2011-02-06,22.003124885231134
2011-02-07,25.026218498590914
2011-02-08,25.23490296882371
2011-02-09,22.74967264260378
2011-02-10,28.114249661737492
2011-02-11,19.661897853087027
2011-02-12,24.288102574893532
2011-02-13,25.601478158559495
2011-02-14,27.572194170293745
2011-02-15,28.55807439044445
2011-02-16,19.376789540810655
2011-02-17,17.32942914632189
2011-02-18,31.388384109492545
2011-02-19,26.661570059897958
2011-02-20,21.25756731721723
2011-02-21,32.75575987761262
2011-02-22,25.578373171464293
2011-02-23,30.896485920319133
2011-02-24,25.337592407050543
2011-02-25,35.303739624409936
2011-02-26,33.77670421221602
2011-02-27,23.75517925760463
2011-02-28,29.85785475477178
2011-03-01,28.226879747925736
2011-03-02,31.843157787661745
2011-03-03,20.17538269709948
2011-03-04,28.430257299992196
2011-03-05,30.29212243424794
2011-03-06,16.20630256788443
2011-03-07,19.083707436671126
2011-03-08,14.803839111199498
2011-03-09,23.652965827777212
2011-03-10,28.58771127897981
2011-03-11,32.51178526048014
2011-03-12,25.370473902098876
2011-03-13,33.14307772785646
2011-03-14,18.099492708925542
2011-03-15,16.483087803224226
2011-03-16,24.722261505516904
2011-03-17,26.920327244696537
2011-03-18,24.836526259529535
2011-03-19,14.662789499800617
2011-03-20,24.55439980243606
2011-03-21,18.477652497475734
2011-03-22,28.348362744150194
2011-03-23,26.83299123048424
2011-03-24,20.300601068363225
2011-03-25,22.430665413316532
2011-03-26,19.70393239055524
2011-03-27,24.68660451363414
2011-03-28,29.775711602506192
2011-03-29,20.07136976832228
2011-03-30,27.520232577589223
2011-03-31,22.348711908137794
2011-04-01,21.03563583868828
2011-04-02,24.464848200227213
2011-04-03,19.82378838790313
2011-04-04,22.23175347326409
2011-04-05,19.010610537055758
2011-04-06,34.82362566458195
2011-04-07,25.176317759858645
2011-04-08,21.50137246003707
2011-04-09,26.06989955367111
2011-04-10,24.43835975154585
2011-04-11,23.895152002333884
2011-04-12,28.070833500217127
2011-04-13,28.787538550236526
2011-04-14,22.34749426194736
2011-04-15,22.1209087967766
2011-04-16,23.62474151424178
2011-04-17,13.490394176322075
2011-04-18,17.42404468900724
2011-04-19,31.834371337222624
2011-04-20,33.22483856750642
2011-04-21,23.75481980221811
2011-04-22,27.882784815278832
2011-04-23,26.556250772717682
2011-04-24,40.39440404227619
2011-04-25,30.597874557172883
2011-04-26,24.360412042596167
2011-04-27,20.22229779699787
2011-04-28,16.96776839871214
2011-04-29,26.017318179336115
2011-04-30,21.218246273578483
2011-05-01,17.88873145201163
2011-05-02,21.767135578787368
2011-05-03,19.592259981928024
2011-05-04,33.43570817536282
2011-05-05,29.408198784747253
2011-05-06,24.960136793416915
2011-05-07,32.39972069445013
2011-05-08,25.38684153823809
2011-05-09,20.69357899335868
2011-05-10,32.61562038634828
2011-05-11,27.694550218423295
2011-05-12,19.81376922836772
2011-05-13,24.04830660958196
2011-05-14,20.621908733076214
2011-05-15,18.086001345178317
2011-05-16,29.630887737658206
2011-05-17,34.54708320235065
2011-05-18,18.007162130904295
2011-05-19,27.814846183452854
2011-05-20,21.746787154390866
2011-05-21,22.56437308117652
2011-05-22,22.038030378805654
2011-05-23,20.68004615160092
2011-05-24,25.242608139724133
2011-05-25,20.84524941794481
2011-05-26,26.352284128899193
2011-05-27,24.748809452754315
2011-05-28,23.80525976566795
2011-05-29,20.46218168979201
2011-05-30,22.116143347158335
2011-05-31,28.77695612912878
2011-06-01,27.504585938121902
2011-06-02,20.112223776007244
2011-06-03,25.49666152714613
2011-06-04,28.756935616858947
2011-06-05,16.652973594393142
2011-06-06,27.716800961899676
2011-06-07,21.686881205270765
2011-06-08,27.852993342965796
2011-06-09,21.183704217287417
2011-06-10,15.975589496677404
2011-06-11,16.862287810584185
2011-06-12,25.24042473330691
2011-06-13,26.29861250860741
2011-06-14,20.478416874477958
2011-06-15,28.19296229388687
2011-06-16,16.6923996886552
2011-06-17,24.66960100676342
2011-06-18,18.944919001187717
2011-06-19,21.740819460989204
2011-06-20,25.23699335658207
2011-06-21,20.69793317358024
2011-06-22,23.077222278850872
2011-06-23,30.0314640460722
2011-06-24,22.115540652384254
2011-06-25,29.17846056032571
2011-06-26,19.351465726711908
2011-06-27,27.649020889576413
2011-06-28,32.207843103289505
2011-06-29,12.641777499363553
2011-06-30,21.015523722647615
2011-07-01,27.8853606359027
2011-07-02,23.984773069785035
2011-07-03,26.855729366856544
2011-07-04,21.980074066420897
2011-07-05,25.4329489373645
2011-07-06,24.221613823039604
2011-07-07,30.838910308299035
2011-07-08,26.272104216506065
2011-07-09,26.68801331037601
2011-07-10,22.940615169387662
2011-07-11,22.561968879637533
2011-07-12,22.837209060901895
2011-07-13,26.972260711891483
2011-07-14,22.895077595898684
2011-07-15,26.448874284482066
2011-07-16,35.37700399322719
2011-07-17,29.355623517158463
2011-07-18,23.369882339160796
2011-07-19,31.006069610819722
2011-07-20,22.959623134892244
2011-07-21,14.80937732411073
2011-07-22,19.95956844541298
2011-07-23,15.646040394870722
2011-07-24,23.24243257979346
2011-07-25,25.092091895947757
2011-07-26,33.382186561376415
2011-07-27,26.634636868820813
2011-07-28,23.90449735595568
2011-07-29,29.147027905917447
2011-07-30,13.944323454960575
2011-07-31,26.178072790542828
2011-08-01,28.854325969434832
2011-08-02,17.607068771100792
2011-08-03,30.718770216034645
2011-08-04,26.69248203747207
2011-08-05,22.923560430495993
2011-08-06,28.163909330531425
2011-08-07,36.35346428902198
2011-08-08,25.909331275292477
2011-08-09,26.24110293150168
2011-08-10,22.70319550229878
2011-08-11,20.75077815267604
2011-08-12,29.151679082721227
2011-08-13,20.719580870455665
2011-08-14,25.357831186096963
2011-08-15,22.611712766174417
2011-08-16,27.39489912873196
2011-08-17,26.66831052643474
2011-08-18,30.187699721289498
2011-08-19,22.449918005726264
2011-08-20,23.650625323533145
2011-08-21,20.106181421088465
2011-08-22,22.77853369961944
2011-08-23,26.88650246522426
2011-08-24,28.78494308322676
2011-08-25,20.389173379111874
2011-08-26,29.3480296005283
2011-08-27,31.778189294024756
2011-08-28,27.067174516118506
2011-08-29,34.38397906279033
2011-08-30,21.131054004482134
2011-08-31,18.776726483442914
2011-09-01,16.106398755478608
2011-09-02,32.480221557445915
2011-09-03,28.27182828177029
2011-09-04,24.722076645447725
2011-09-05,26.399843131599102
2011-09-06,19.372554763508116
2011-09-07,37.228759898084135
2011-09-08,25.646105909876137
2011-09-09,25.546973973024464
2011-09-10,28.62883311949346
2011-09-11,27.405046158683568
2011-09-12,26.119420121395656
2011-09-13,21.04762772277344
2011-09-14,27.357341785679978
2011-09-15,34.41012248237517
2011-09-16,31.727100230774887
2011-09-17,32.965933133196984
2011-09-18,22.443921617844076
2011-09-19,20.051975898707095
2011-09-20,24.37106539950176
2011-09-21,25.278624561443472
2011-09-22,30.470957592354743
2011-09-23,16.537676851425903
2011-09-24,32.64775159730307
2011-09-25,24.209960507105052
2011-09-26,22.8655946502629
2011-09-27,19.93947812369916
2011-09-28,16.725716640671152
2011-09-29,29.115852919809573
2011-09-30,25.36658983594202
2011-10-01,18.55019550129473
2011-10-02,18.52460613968192
2011-10-03,23.32107650354936
2011-10-04,33.34510762644696
2011-10-05,23.702043243181976
2011-10-06,17.48428523440947
2011-10-07,23.77128467957028
2011-10-08,23.636382151261646
2011-10-09,11.515566785292142
2011-10-10,24.72852566741094
2011-10-11,23.84532734895661
2011-10-12,28.48103182406709
2011-10-13,34.244780474726724
2011-10-14,30.632825147738785
2011-10-15,23.655556547225846
2011-10-16,19.467370456291647
2011-10-17,37.8667990162493
2011-10-18,25.29609217007244
2011-10-19,25.06964645956473
2011-10-20,24.879374564449982
2011-10-21,25.990423803839274
2011-10-22,24.278197940380288
2011-10-23,22.131689965598817
2011-10-24,22.26570529379804
2011-10-25,24.836233648920008
2011-10-26,22.282876144331176
2011-10-27,21.435771086614178
2011-10-28,25.532151138459483
2011-10-29,23.725113912895722
2011-10-30,32.51996494291345
2011-10-31,11.745150958034941
2011-11-01,30.45753425961231
2011-11-02,31.230425962488145
2011-11-03,14.633048837959253
2011-11-04,23.286562029598258
2011-11-05,23.142795670021044
2011-11-06,17.962441526410892
2011-11-07,21.110916562045624
2011-11-08,19.447120772670857
2011-11-09,33.761352217118116
2011-11-10,29.678391965737305
2011-11-11,31.357775474970794
2011-11-12,28.608360320216175
2011-11-13,19.354741143913856
2011-11-14,22.37739866860113
2011-11-15,27.44687280613959
2011-11-16,18.889360955540273
2011-11-17,28.56499215086194
2011-11-18,23.798373009209325
2011-11-19,23.125895962252013
2011-11-20,28.554799841017456
2011-11-21,27.2213165574302
2011-11-22,23.1951691709046
2011-11-23,30.79664901682124
2011-11-24,19.594683362000513
2011-11-25,28.07967803472132
2011-11-26,27.96550628984192
2011-11-27,23.452267803430047
2011-11-28,26.63066511121059
2011-11-29,18.744432118073483
2011-11-30,29.620135096034506
2011-12-01,24.075489317785056
2011-12-02,22.386384897404803
2011-12-03,30.245046129184445
2011-12-04,21.478281547286205
2011-12-05,17.957693518182204
2011-12-06,17.216854132380483
2011-12-07,28.030049756728197
2011-12-08,18.597853237518585
2011-12-09,33.77397090992182
2011-12-10,14.59035296058139
2011-12-11,33.48228184145019
2011-12-12,26.05508733601309
2011-12-13,24.516434440648037
2011-12-14,22.275404565955252
2011-12-15,26.995680571760353
2011-12-16,24.81182648787576
2011-12-17,30.516509410082605
2011-12-18,25.571138243310198
2011-12-19,25.75150880730939
2011-12-20,23.18193893893072
2011-12-21,24.715271881394663
2011-12-22,26.539008844460295
2011-12-23,16.449158036716874
2011-12-24,18.259072889471433
2011-12-25,28.716320470113576
2011-12-26,25.854327190639708
2011-12-27,24.080083318236603
2011-12-28,25.092169665326967
2011-12-29,26.737908526808354
2011-12-30,22.301201598453193
2011-12-31,21.108476372988438
2012-01-01,25.979226275488408
2012-01-02,20.10813611192484
2012-01-03,27.041263778572358
2012-01-04,16.4870819788108
2012-01-05,30.14577818662822
2012-01-06,27.362987412065216
2012-01-07,26.28014867156938
2012-01-08,29.91345491972757
2012-01-09,33.32737222231288
2012-01-10,30.07185032509065
2012-01-11,15.795628843341774
2012-01-12,18.602115166321493
2012-01-13,21.875907111521606
2012-01-14,25.13045525105417
2012-01-15,27.588295102345615
2012-01-16,21.371280934232672
2012-01-17,25.93383382238539
2012-01-18,21.22308533823339
2012-01-19,21.942410985040258
2012-01-20,17.96669451575889
2012-01-21,20.38383376944548
2012-01-22,18.24157697191833
2012-01-23,20.120633735113337
2012-01-24,30.268208983039198
2012-01-25,20.253005555840286
2012-01-26,38.161910324186955
2012-01-27,27.466589504404446
2012-01-28,25.92418061847437
2012-01-29,20.708211099093933
2012-01-30,28.501549397044958
2012-01-31,22.12181086881113
2012-02-01,25.610049073226808
2012-02-02,37.800422691343975
2012-02-03,24.51970050137675
2012-02-04,30.74636663142838
2012-02-05,21.48411787437056
2012-02-06,24.82505754751519
2012-02-07,33.85400317817755
2012-02-08,21.865164711061162
2012-02-09,34.062242789984644
2012-02-10,28.538759677277376
2012-02-11,22.18766612052866
2012-02-12,28.162038695277605
2012-02-13,29.86277224813365
2012-02-14,28.10904981108598
2012-02-15,17.148876400547717
2012-02-16,21.364314120875658
2012-02-17,23.762406822242475
2012-02-18,24.62783285449977
2012-02-19,28.103360487753392
2012-02-20,25.888505004666268
2012-02-21,18.323278206449494
2012-02-22,26.900989255029817
2012-02-23,28.052928726419115
2012-02-24,27.7989522396552
2012-02-25,30.403903627773108
2012-02-26,29.16961077274452
2012-02-27,27.295900396142184
2012-02-28,24.649171442706766
2012-02-29,16.69519533242004
2012-03-01,27.148091095662927
2012-03-02,26.038438435815557
2012-03-03,26.357894185976868
2012-03-04,18.616257120898453
2012-03-05,19.594717297958688
2012-03-06,30.26576426666452
2012-03-07,24.802224230716725
2012-03-08,28.40750348686312
2012-03-09,25.141591880652307
2012-03-10,25.148780697478728
2012-03-11,29.691419029879988
2012-03-12,22.41977635891313
2012-03-13,25.480603884704916
2012-03-14,22.688623556474788
2012-03-15,22.82751886283842
2012-03-16,23.454139382656802
2012-03-17,26.110668858168566
2012-03-18,22.606256891682612
2012-03-19,31.278780627867604
2012-03-20,20.52696348890248
2012-03-21,24.065641779193204
2012-03-22,22.801344708629124
2012-03-23,32.23488942176866
2012-03-24,25.982773882557872
2012-03-25,30.159222697343175
2012-03-26,17.57219813481514
2012-03-27,26.335251329346296
2012-03-28,29.448153978117183
2012-03-29,25.41141994637712
2012-03-30,30.327401875326757
2012-03-31,22.41355774949814
2012-04-01,32.0467372009279
2012-04-02,36.49449061809625
2012-04-03,23.185807197801704
2012-04-04,22.77248739299614
2012-04-05,32.2669223855885
2012-04-06,32.89786072865356
2012-04-07,22.385699864233658
2012-04-08,22.899065914520712
2012-04-09,23.591076955697464
2012-04-10,18.277747444828613
2012-04-11,20.40674026757901
2012-04-12,19.97929616623966
2012-04-13,21.161012174479357
2012-04-14,24.826575563066093
2012-04-15,26.171073662682602
2012-04-16,32.75250246407038
2012-04-17,20.008229796306047
2012-04-18,29.921611992382918
2012-04-19,23.930055778872454
2012-04-20,24.752681451737836
2012-04-21,28.37409746083302
2012-04-22,19.386389892188507
2012-04-23,26.912048730920255
2012-04-24,25.83226104106528
2012-04-25,27.462256320040744
2012-04-26,26.44584321953909
2012-04-27,37.276500699554475
2012-04-28,21.81130007874342
2012-04-29,22.345015224990913
2012-04-30,21.88429736787618
2012-05-01,22.222614404198726
2012-05-02,21.81306436346741
2012-05-03,30.94508265553776
2012-05-04,32.102521239949276
2012-05-05,22.14626853125262
2012-05-06,20.838222134478855
2012-05-07,27.35707778193202
2012-05-08,22.238884778595143
2012-05-09,28.164659088777555
